236 689 651 00949,Ferrand S.A.S.,10004,ham,kg,363,1301,2021-02-09 16:23:24,ES
976 307 025 00595,Mendes S.A.R.L.,10005,milk,l,280,3879,2021-02-09 18:04:58,WW
469 125 249 00628,Gilbert,10003,apple,kg,283,6362,2021-02-10 02:09:27,ES
113 099 722 00017,Bertrand Chauvin SA,10001,wheat,kg,119,7523,2021-02-10 13:10:50,IT
976 307 025 00595,Mendes S.A.R.L.,10003,apple,kg,176,9357,2021-02-10 08:33:35,BE
675 431 958 00367,Chretien SA,10003,apple,kg,131,8048,2021-02-11 09:39:30,UK
113 099 722 00017,Bertrand Chauvin SA,10004,ham,kg,23,4945,2021-02-09 19:12:50,US
926 290 141 00666,Chartier,xxxxx,unknow,x,343,3849,2021-02-10 05:16:43,IT
132 059 805 00305,Seguin Bernier et Fils,10001,wheat,kg,219,1014,2021-02-09 19:05:58,US
426 976 372 00576,Renard,10005,milk,l,415,7638,2021-02-09 23:40:41,ES
520 876 617 00548,Rocher et Fils,10005,milk,l,248,1881,2021-02-10 09:42:32,IT
298 163 662 00538,Masson,10004,ham,kg,16,7940,2021-02-10 05:14:33,US
171 256 418 00937,Collin,10005,milk,l,65,2357,2021-02-11 00:36:05,IT
307 472 535 00137,Muller Becker S.A.,10003,apple,kg,213,4236,2021-02-10 21:39:31,UK
298 163 662 00538,Masson,10002,orange juice,l,423,1805,2021-02-10 22:43:01,WW
713 908 641 00094,Renard Cohen S.A.,10005,milk,l,406,2004,2021-02-10 07:57:17,FR
733 736 272 00083,Roussel,10004,ham,kg,154,8363,2021-02-11 04:50:32,ES
902 070 284 00965,Poirier,xxxxx,unknow,x,221,9791,2021-02-10 16:35:55,ES
744 024 924 00682,Maillot,10001,wheat,kg,123,3865,2021-02-11 03:39:23,BE
944 466 855 00035,Laroche,10002,orange juice,l,166,3367,2021-02-11 14:40:52,UK
058 083 148 00105,Rey,xxxxx,unknow,x,464,6326,2021-02-10 21:31:57,DE
702 293 855 00180,Perrin,10001,wheat,kg,108,3333,2021-02-10 02:49:55,WW
593 928 753 00361,Arnaud,10005,milk,l,167,5529,2021-02-11 13:21:51,UK
906 815 500 00682,Mahe,xxxxx,unknow,x,485,2980,2021-02-09 20:38:57,US
306 924 902 00505,Fabre S.A.R.L.,xxxxx,unknow,x,403,5547,2021-02-10 13:06:17,FR
295 481 381 00806,Merle Jean S.A.S.,10005,milk,l,307,6278,2021-02-09 18:27:29,CN
744 024 924 00682,Maillot,10004,ham,kg,8,3214,2021-02-11 00:52:55,DE
926 290 141 00666,Chartier,10003,apple,kg,133,5007,2021-02-09 18:40:24,BE
421 012 131 00603,Clerc SA,10002,orange juice,l,71,9666,2021-02-10 08:04:27,BE
989 167 175 00446,Allain,10001,wheat,kg,476,5509,2021-02-10 15:11:46,ES
426 976 372 00576,Renard,10005,milk,l,356,4317,2021-02-09 20:14:13,CN
933 190 479 00534,Mallet,10003,apple,kg,490,4536,2021-02-10 10:15:40,ES
520 349 637 00829,Chauvet Royer et Fils,10001,wheat,kg,8,2109,2021-02-11 01:15:42,FR
933 190 479 00534,Mallet,10005,milk,l,220,7228,2021-02-11 07:59:55,US
276 639 433 00012,Rossi,10002,orange juice,l,148,7802,2021-02-11 10:35:54,FR
312 468 269 00967,Salmon Lefort S.A.R.L.,10004,ham,kg,144,6322,2021-02-10 01:15:05,FR
113 099 722 00017,Bertrand Chauvin SA,10004,ham,kg,104,2142,2021-02-11 10:38:10,UK
113 099 722 00017,Bertrand Chauvin SA,10001,wheat,kg,410,5692,2021-02-10 04:55:48,CN
520 876 617 00548,Rocher et Fils,10003,apple,kg,127,2857,2021-02-10 21:29:30,WW
098 191 667 00640,Cordier Mendes S.A.S.,10005,milk,l,187,6362,2021-02-11 13:49:16,CN
530 775 042 00950,Lejeune S.A.R.L.,10002,orange juice,l,408,6166,2021-02-11 11:32:08,WW
731 199 817 00635,Bouchet,10005,milk,l,312,6286,2021-02-10 04:53:19,UK
058 083 148 00105,Rey,10001,wheat,kg,239,9388,2021-02-10 06:04:07,IT
744 024 924 00682,Maillot,10001,wheat,kg,129,7871,2021-02-11 07:45:25,WW
770 319 367 00149,Pottier,10002,orange juice,l,355,1324,2021-02-11 01:55:21,CN
238 487 843 00926,Cousin S.A.S.,10004,ham,kg,93,3276,2021-02-10 21:51:07,BE
944 466 855 00035,Laroche,10004,ham,kg,87,2040,2021-02-09 20:53:57,ES
108 431 613 00290,Torres et Fils,10003,apple,kg,420,1615,2021-02-11 11:23:49,ES
553 832 864 00341,Salmon S.A.S.,10002,orange juice,l,2,5828,2021-02-10 02:02:44,ES
502 486 187 00826,Bertin Henry et Fils,10004,ham,kg,263,9173,2021-02-09 15:27:36,WW
502 486 187 00826,Bertin Henry et Fils,10001,wheat,kg,54,9769,2021-02-10 16:38:01,DE
485 885 626 00765,Fontaine S.A.,10002,orange juice,l,399,1906,2021-02-10 15:21:26,FR
306 924 902 00505,Fabre S.A.R.L.,10003,apple,kg,193,9192,2021-02-10 16:08:31,IT
721 569 082 00178,Garnier SA,10004,ham,kg,245,1131,2021-02-10 05:11:18,FR
645 212 343 00953,Turpin Alves SA,10004,ham,kg,406,5953,2021-02-11 13:30:39,ES
552 939 342 00500,Joly,10004,ham,kg,107,5535,2021-02-11 06:23:59,ES
514 531 057 00093,Ledoux S.A.,10005,milk,l,266,8184,2021-02-10 10:49:02,UK
936 892 291 00509,Noel,10002,orange juice,l,249,4917,2021-02-10 10:31:35,US
520 349 637 00829,Chauvet Royer et Fils,xxxxx,unknow,x,241,4763,2021-02-11 12:30:04,ES
028 443 429 00413,Dos Santos Colin SA,10005,milk,l,76,4600,2021-02-10 15:14:20,CN
721 569 082 00178,Garnier SA,xxxxx,unknow,x,127,2008,2021-02-10 23:33:05,US
132 059 805 00305,Seguin Bernier et Fils,xxxxx,unknow,x,17,2410,2021-02-09 23:55:33,BE
252 585 522 00259,Boyer,10005,milk,l,135,3696,2021-02-10 22:15:33,WW
008 643 616 00881,Moreno S.A.R.L.,10005,milk,l,377,9029,2021-02-10 10:23:53,WW
008 643 616 00881,Moreno S.A.R.L.,10001,wheat,kg,85,9728,2021-02-10 12:39:54,IT
763 936 391 00675,Morel,10004,ham,kg,275,8613,2021-02-10 21:17:09,DE
332 829 833 00971,Laine Georges S.A.R.L.,10004,ham,kg,441,1042,2021-02-09 22:07:45,DE
731 199 817 00635,Bouchet,10002,orange juice,l,91,7870,2021-02-10 00:20:20,US
865 267 856 00435,Delorme,10003,apple,kg,176,6010,2021-02-10 08:44:38,DE
770 319 367 00149,Pottier,10003,apple,kg,336,5286,2021-02-10 09:01:20,FR
713 908 641 00094,Renard Cohen S.A.,10004,ham,kg,365,3868,2021-02-09 23:17:51,IT
665 879 360 00523,Valette Marion S.A.,10001,wheat,kg,231,1927,2021-02-09 17:59:55,CN
230 406 258 00674,Hernandez,10005,milk,l,126,5736,2021-02-11 03:37:53,ES
225 736 317 00473,Allard Boulanger SARL,10003,apple,kg,54,3408,2021-02-11 01:52:40,CN
291 739 395 00718,Renard Legros SARL,10003,apple,kg,467,4284,2021-02-10 06:06:46,WW
132 059 805 00305,Seguin Bernier et Fils,10002,orange juice,l,250,8821,2021-02-10 05:50:29,DE
676 578 897 00831,Lemaitre Gaillard SARL,10004,ham,kg,104,2146,2021-02-10 09:50:38,IT
467 133 511 00652,Joly Meunier S.A.S.,10001,wheat,kg,92,4264,2021-02-11 09:37:55,FR
504 464 011 00965,Ferrand SARL,10005,milk,l,174,4554,2021-02-10 23:08:22,IT
410 666 821 00137,Benard,xxxxx,unknow,x,389,5967,2021-02-11 01:53:34,FR
546 340 476 00531,Caron Gauthier S.A.S.,10001,wheat,kg,180,1033,2021-02-11 01:48:13,DE
514 673 107 00711,Chartier,10005,milk,l,236,1990,2021-02-11 11:17:51,ES
546 340 476 00531,Caron Gauthier S.A.S.,10002,orange juice,l,294,6813,2021-02-10 23:34:00,FR
467 133 511 00652,Joly Meunier S.A.S.,10003,apple,kg,314,7180,2021-02-11 08:59:03,DE
470 475 696 00824,Gomes,10005,milk,l,128,1912,2021-02-11 04:11:35,IT
504 464 011 00965,Ferrand SARL,10003,apple,kg,281,8841,2021-02-10 22:36:29,WW
804 954 360 00953,Simon,10004,ham,kg,298,6986,2021-02-11 02:57:51,ES
546 340 476 00531,Caron Gauthier S.A.S.,xxxxx,unknow,x,46,5839,2021-02-10 09:19:34,IT
933 190 479 00534,Mallet,10005,milk,l,199,6264,2021-02-09 18:35:21,DE
556 401 339 00449,Leclerc,10002,orange juice,l,373,6141,2021-02-11 09:50:27,FR
744 024 924 00682,Maillot,10001,wheat,kg,210,3549,2021-02-09 21:43:30,BE
530 775 042 00950,Lejeune S.A.R.L.,10003,apple,kg,6,6995,2021-02-10 17:19:45,DE
904 207 333 00623,Lemaire,10004,ham,kg,399,6951,2021-02-11 13:42:10,UK
005 664 081 00181,Jacques,10002,orange juice,l,35,7422,2021-02-10 19:50:40,US
989 950 604 00101,Teixeira,10001,wheat,kg,46,4674,2021-02-09 17:34:18,FR
485 885 626 00765,Fontaine S.A.,xxxxx,unknow,x,398,6811,2021-02-11 09:02:22,WW
109 749 161 00320,Roy Rossi SA,10002,orange juice,l,31,6332,2021-02-10 09:50:55,CN
675 431 958 00367,Chretien SA,10005,milk,l,75,6563,2021-02-11 06:13:19,WW
936 892 291 00509,Noel,10003,apple,kg,336,3849,2021-02-10 02:12:37,US
298 163 662 00538,Masson,10005,milk,l,144,7493,2021-02-10 18:03:43,DE
298 163 662 00538,Masson,10004,ham,kg,491,4331,2021-02-10 21:07:14,US
421 012 131 00603,Clerc SA,xxxxx,unknow,x,24,4245,2021-02-09 21:31:58,WW
733 736 272 00083,Roussel,xxxxx,unknow,x,154,7515,2021-02-10 23:49:35,CN
713 908 641 00094,Renard Cohen S.A.,10004,ham,kg,170,3234,2021-02-10 17:34:47,WW
295 481 381 00806,Merle Jean S.A.S.,10001,wheat,kg,453,2522,2021-02-10 01:57:29,DE
936 892 291 00509,Noel,10004,ham,kg,52,4298,2021-02-11 04:37:59,UK
592 557 793 00073,Roy,10003,apple,kg,112,4072,2021-02-09 20:23:14,ES
553 832 864 00341,Salmon S.A.S.,10005,milk,l,293,3905,2021-02-09 22:42:17,WW
744 024 924 00682,Maillot,10004,ham,kg,53,3011,2021-02-10 13:31:15,BE
520 876 617 00548,Rocher et Fils,10002,orange juice,l,434,3328,2021-02-10 08:42:17,DE
733 736 272 00083,Roussel,10003,apple,kg,312,6010,2021-02-11 03:16:37,ES
502 486 187 00826,Bertin Henry et Fils,10005,milk,l,130,2283,2021-02-11 00:38:19,FR
804 954 360 00953,Simon,10001,wheat,kg,328,3577,2021-02-09 18:11:14,IT
276 639 433 00012,Rossi,10003,apple,kg,205,7882,2021-02-10 13:21:44,UK
958 060 273 00573,Hernandez,xxxxx,unknow,x,348,2899,2021-02-09 18:41:01,ES
553 832 864 00341,Salmon S.A.S.,10002,orange juice,l,171,3118,2021-02-10 20:28:40,BE
552 939 342 00500,Joly,10004,ham,kg,137,2300,2021-02-10 09:31:07,WW
276 639 433 00012,Rossi,xxxxx,unknow,x,205,7399,2021-02-11 02:56:55,ES
689 368 718 00273,Brun,xxxxx,unknow,x,409,8415,2021-02-11 07:28:06,ES
904 207 333 00623,Lemaire,10002,orange juice,l,60,4635,2021-02-10 13:08:06,US
238 487 843 00926,Cousin S.A.S.,xxxxx,unknow,x,483,1971,2021-02-10 00:47:12,IT
058 083 148 00105,Rey,10003,apple,kg,113,6116,2021-02-11 02:20:29,IT
763 936 391 00675,Morel,xxxxx,unknow,x,26,6606,2021-02-11 04:02:46,BE
904 207 333 00623,Lemaire,10002,orange juice,l,393,9745,2021-02-10 16:37:01,BE
689 368 718 00273,Brun,10005,milk,l,385,1531,2021-02-10 15:43:44,ES
593 928 753 00361,Arnaud,10004,ham,kg,7,6888,2021-02-09 14:52:17,IT
976 307 025 00595,Mendes S.A.R.L.,10004,ham,kg,322,2968,2021-02-10 01:31:43,CN
556 401 339 00449,Leclerc,10001,wheat,kg,278,9663,2021-02-11 07:27:22,US
926 290 141 00666,Chartier,10003,apple,kg,381,8733,2021-02-11 13:06:15,CN
989 167 175 00446,Allain,10004,ham,kg,99,7300,2021-02-11 14:25:24,WW
733 736 272 00083,Roussel,10001,wheat,kg,286,7356,2021-02-10 10:31:13,DE
005 360 158 00323,Vasseur,10001,wheat,kg,458,2107,2021-02-09 20:42:22,WW
332 829 833 00971,Laine Georges S.A.R.L.,10002,orange juice,l,180,3043,2021-02-10 15:45:41,IT
689 368 718 00273,Brun,10001,wheat,kg,176,3626,2021-02-10 04:30:35,US
485 885 626 00765,Fontaine S.A.,10004,ham,kg,292,2267,2021-02-10 12:59:25,US
467 133 511 00652,Joly Meunier S.A.S.,10001,wheat,kg,110,3104,2021-02-10 01:06:13,FR
230 406 258 00674,Hernandez,10004,ham,kg,176,8151,2021-02-10 04:55:50,WW
485 885 626 00765,Fontaine S.A.,10005,milk,l,448,1082,2021-02-10 12:45:54,CN
938 732 484 00370,Carlier Becker SA,10004,ham,kg,373,8436,2021-02-11 01:39:38,DE
426 976 372 00576,Renard,xxxxx,unknow,x,430,8819,2021-02-11 03:33:54,IT
236 689 651 00949,Ferrand S.A.S.,10003,apple,kg,253,6724,2021-02-10 23:05:01,ES
276 639 433 00012,Rossi,10001,wheat,kg,362,3473,2021-02-10 01:30:30,FR
675 431 958 00367,Chretien SA,10002,orange juice,l,169,8691,2021-02-10 18:41:36,IT
098 191 667 00640,Cordier Mendes S.A.S.,10004,ham,kg,220,4821,2021-02-09 20:06:05,DE
421 012 131 00603,Clerc SA,10004,ham,kg,86,4816,2021-02-10 20:11:13,ES
688 438 138 00789,Nicolas Torres S.A.S.,xxxxx,unknow,x,299,7914,2021-02-09 15:26:31,IT
035 684 712 00577,Clerc,10004,ham,kg,477,6510,2021-02-10 00:10:25,BE
888 422 983 00912,Lefebvre SA,10001,wheat,kg,114,1605,2021-02-11 09:14:04,ES
696 468 122 00711,Gautier Diallo S.A.S.,10003,apple,kg,380,3885,2021-02-09 19:23:05,WW
108 431 613 00290,Torres et Fils,xxxxx,unknow,x,224,4191,2021-02-11 00:11:41,FR
933 190 479 00534,Mallet,10005,milk,l,232,2449,2021-02-10 06:48:07,US
099 534 019 00399,Noel,10001,wheat,kg,482,2110,2021-02-09 19:46:05,FR
421 012 131 00603,Clerc SA,xxxxx,unknow,x,88,8700,2021-02-10 02:08:41,CN
276 639 433 00012,Rossi,10005,milk,l,407,8705,2021-02-09 21:00:44,US
520 349 637 00829,Chauvet Royer et Fils,10004,ham,kg,429,2541,2021-02-09 18:50:36,ES
298 163 662 00538,Masson,10001,wheat,kg,452,7256,2021-02-11 01:42:23,DE
944 466 855 00035,Laroche,10004,ham,kg,348,9735,2021-02-09 22:31:24,UK
400 323 868 00900,Godard Dupre S.A.R.L.,10001,wheat,kg,181,6058,2021-02-10 19:26:24,WW
035 684 712 00577,Clerc,xxxxx,unknow,x,488,3514,2021-02-09 20:59:10,BE
028 443 429 00413,Dos Santos Colin SA,10001,wheat,kg,67,2166,2021-02-10 15:47:38,UK
171 401 023 00674,Jacques,xxxxx,unknow,x,257,2893,2021-02-10 20:36:19,FR
532 196 645 00990,Wagner et Fils,10002,orange juice,l,449,2842,2021-02-09 16:17:08,ES
121 455 561 00917,Aubry Mendes SA,10004,ham,kg,281,2097,2021-02-10 20:52:08,WW
647 354 472 00383,Dupuy,10002,orange juice,l,482,7081,2021-02-10 06:06:13,WW
689 368 718 00273,Brun,10004,ham,kg,353,6507,2021-02-10 19:23:57,CN
426 976 372 00576,Renard,10002,orange juice,l,17,8980,2021-02-10 11:46:41,DE
544 692 745 00821,Lefort Turpin S.A.,10002,orange juice,l,329,1489,2021-02-10 05:47:06,DE
688 438 138 00789,Nicolas Torres S.A.S.,10002,orange juice,l,360,5506,2021-02-11 04:37:30,BE
230 406 258 00674,Hernandez,10001,wheat,kg,69,9541,2021-02-09 23:21:06,UK
989 167 175 00446,Allain,10001,wheat,kg,291,6184,2021-02-09 19:56:14,BE
171 256 418 00937,Collin,10005,milk,l,90,6804,2021-02-09 23:38:18,FR
532 196 645 00990,Wagner et Fils,10004,ham,kg,365,1161,2021-02-10 03:56:08,WW
776 094 352 00426,Colas S.A.S.,10001,wheat,kg,247,8043,2021-02-10 11:20:29,FR
054 059 505 00902,Gimenez SA,10003,apple,kg,209,7534,2021-02-10 09:11:27,UK
544 692 745 00821,Lefort Turpin S.A.,10003,apple,kg,465,8056,2021-02-10 06:01:25,UK
132 059 805 00305,Seguin Bernier et Fils,10002,orange juice,l,259,1907,2021-02-11 11:58:08,FR
393 332 699 00341,Reynaud Gomes SA,10002,orange juice,l,475,9138,2021-02-11 08:16:31,BE
696 468 122 00711,Gautier Diallo S.A.S.,10005,milk,l,484,8965,2021-02-09 19:29:01,CN
776 094 352 00426,Colas S.A.S.,10003,apple,kg,119,2622,2021-02-10 22:40:39,WW
054 059 505 00902,Gimenez SA,xxxxx,unknow,x,433,2392,2021-02-10 19:46:10,BE
122 648 485 00706,Nguyen S.A.S.,10001,wheat,kg,418,6818,2021-02-09 17:17:06,BE
676 578 897 00831,Lemaitre Gaillard SARL,xxxxx,unknow,x,405,2789,2021-02-11 09:09:24,ES
099 534 019 00399,Noel,xxxxx,unknow,x,332,4443,2021-02-10 10:54:33,BE
058 083 148 00105,Rey,10004,ham,kg,381,8240,2021-02-10 16:48:40,US
865 267 856 00435,Delorme,10001,wheat,kg,392,8603,2021-02-10 05:18:03,FR
804 954 360 00953,Simon,10001,wheat,kg,263,7487,2021-02-09 20:55:28,WW
236 689 651 00949,Ferrand S.A.S.,10005,milk,l,331,1051,2021-02-11 13:20:14,UK
236 689 651 00949,Ferrand S.A.S.,10004,ham,kg,109,1560,2021-02-10 08:11:16,US
109 749 161 00320,Roy Rossi SA,10002,orange juice,l,423,5501,2021-02-10 11:54:02,BE
936 892 291 00509,Noel,10004,ham,kg,44,7500,2021-02-10 12:07:44,US
312 468 269 00967,Salmon Lefort S.A.R.L.,10002,orange juice,l,145,8501,2021-02-11 12:47:26,US
005 360 158 00323,Vasseur,xxxxx,unknow,x,15,9610,2021-02-09 20:07:09,US
225 736 317 00473,Allard Boulanger SARL,10002,orange juice,l,96,8524,2021-02-11 00:10:48,IT
768 999 198 00674,Bourgeois,10001,wheat,kg,388,6503,2021-02-11 01:18:48,IT
008 643 616 00881,Moreno S.A.R.L.,10005,milk,l,465,6315,2021-02-10 07:16:01,BE
426 976 372 00576,Renard,10001,wheat,kg,239,6618,2021-02-10 10:25:29,BE
005 664 081 00181,Jacques,10002,orange juice,l,115,5882,2021-02-10 18:38:50,FR
804 954 360 00953,Simon,10001,wheat,kg,248,4048,2021-02-11 09:20:23,ES
696 468 122 00711,Gautier Diallo S.A.S.,10003,apple,kg,474,1148,2021-02-09 18:14:51,BE
520 876 617 00548,Rocher et Fils,xxxxx,unknow,x,93,1662,2021-02-11 13:37:00,FR
421 012 131 00603,Clerc SA,10005,milk,l,422,9701,2021-02-09 15:02:37,DE
702 293 855 00180,Perrin,10003,apple,kg,377,5079,2021-02-10 21:39:05,ES
400 323 868 00900,Godard Dupre S.A.R.L.,xxxxx,unknow,x,367,5254,2021-02-11 02:38:07,UK
298 163 662 00538,Masson,10003,apple,kg,246,2802,2021-02-10 22:03:42,BE
332 829 833 00971,Laine Georges S.A.R.L.,10005,milk,l,470,2519,2021-02-11 09:55:42,BE
989 167 175 00446,Allain,xxxxx,unknow,x,162,9873,2021-02-10 02:54:58,FR
989 950 604 00101,Teixeira,10001,wheat,kg,284,7292,2021-02-10 18:03:18,WW
710 708 710 00433,Collin Duhamel et Fils,10005,milk,l,398,5523,2021-02-09 15:49:48,CN
804 954 360 00953,Simon,10004,ham,kg,266,4210,2021-02-11 08:01:27,IT
058 083 148 00105,Rey,10003,apple,kg,302,9556,2021-02-11 06:10:05,CN
113 099 722 00017,Bertrand Chauvin SA,10005,milk,l,381,8156,2021-02-11 11:37:30,UK
721 569 082 00178,Garnier SA,10005,milk,l,149,4343,2021-02-09 16:23:07,US
689 368 718 00273,Brun,10003,apple,kg,58,7321,2021-02-11 07:29:25,ES
733 736 272 00083,Roussel,10002,orange juice,l,232,1617,2021-02-11 04:09:30,BE
400 323 868 00900,Godard Dupre S.A.R.L.,10003,apple,kg,293,6057,2021-02-10 04:36:50,WW
556 401 339 00449,Leclerc,xxxxx,unknow,x,410,6575,2021-02-10 23:13:11,CN
647 354 472 00383,Dupuy,10003,apple,kg,194,7495,2021-02-10 03:46:21,CN
122 648 485 00706,Nguyen S.A.S.,10002,orange juice,l,103,8623,2021-02-09 19:51:46,FR
929 177 473 00296,Merle Ferrand S.A.,xxxxx,unknow,x,73,6641,2021-02-10 16:20:59,IT
467 133 511 00652,Joly Meunier S.A.S.,10004,ham,kg,80,5300,2021-02-10 01:56:54,WW
675 431 958 00367,Chretien SA,xxxxx,unknow,x,23,2474,2021-02-11 04:56:57,CN
108 431 613 00290,Torres et Fils,10005,milk,l,40,9091,2021-02-11 07:42:33,IT
230 406 258 00674,Hernandez,10003,apple,kg,176,6507,2021-02-09 15:13:50,ES
009 238 144 00142,Giraud,10002,orange juice,l,155,1108,2021-02-09 23:32:53,CN
929 181 357 00445,Mace S.A.,10001,wheat,kg,466,4752,2021-02-10 02:21:30,BE
702 293 855 00180,Perrin,10005,milk,l,79,6122,2021-02-11 11:26:48,BE
675 431 958 00367,Chretien SA,10002,orange juice,l,298,6450,2021-02-09 20:47:48,UK
332 829 833 00971,Laine Georges S.A.R.L.,10002,orange juice,l,354,8237,2021-02-10 10:03:49,BE
171 256 418 00937,Collin,10001,wheat,kg,283,8270,2021-02-11 00:47:21,ES
906 815 500 00682,Mahe,10001,wheat,kg,379,8373,2021-02-09 23:23:25,ES
593 928 753 00361,Arnaud,10002,orange juice,l,360,4919,2021-02-11 13:44:41,BE
744 024 924 00682,Maillot,10005,milk,l,179,7182,2021-02-10 10:44:32,FR
295 481 381 00806,Merle Jean S.A.S.,10005,milk,l,480,1800,2021-02-10 00:49:23,US
989 167 175 00446,Allain,10001,wheat,kg,463,3472,2021-02-10 02:32:10,WW
005 664 081 00181,Jacques,10003,apple,kg,16,2149,2021-02-10 06:40:24,UK
804 954 360 00953,Simon,10001,wheat,kg,120,7289,2021-02-11 08:06:16,US
393 332 699 00341,Reynaud Gomes SA,10005,milk,l,422,7828,2021-02-09 15:43:25,ES
426 976 372 00576,Renard,10005,milk,l,150,3675,2021-02-10 18:35:19,CN
645 212 343 00953,Turpin Alves SA,10002,orange juice,l,56,3840,2021-02-10 17:31:34,CN
665 879 360 00523,Valette Marion S.A.,xxxxx,unknow,x,275,8793,2021-02-10 03:49:13,BE
647 354 472 00383,Dupuy,10005,milk,l,219,6890,2021-02-11 04:01:29,IT
665 879 360 00523,Valette Marion S.A.,10003,apple,kg,497,9834,2021-02-11 07:52:13,CN
675 431 958 00367,Chretien SA,10003,apple,kg,87,1744,2021-02-10 11:55:06,UK
770 319 367 00149,Pottier,10003,apple,kg,48,4074,2021-02-09 22:31:45,ES
647 354 472 00383,Dupuy,10001,wheat,kg,32,6580,2021-02-11 10:10:45,CN
675 431 958 00367,Chretien SA,10004,ham,kg,207,9714,2021-02-10 18:32:56,ES
530 775 042 00950,Lejeune S.A.R.L.,10001,wheat,kg,130,9166,2021-02-11 00:00:13,WW
230 406 258 00674,Hernandez,10003,apple,kg,147,9665,2021-02-11 06:51:43,DE
904 207 333 00623,Lemaire,10001,wheat,kg,191,7007,2021-02-10 17:49:44,CN
776 094 352 00426,Colas S.A.S.,xxxxx,unknow,x,82,9179,2021-02-10 05:07:20,FR
926 290 141 00666,Chartier,10003,apple,kg,217,1019,2021-02-09 16:32:31,US
108 431 613 00290,Torres et Fils,xxxxx,unknow,x,215,7325,2021-02-10 10:39:14,ES
504 464 011 00965,Ferrand SARL,10004,ham,kg,69,8584,2021-02-11 04:26:54,IT
944 466 855 00035,Laroche,10003,apple,kg,340,6941,2021-02-10 01:28:42,BE
689 368 718 00273,Brun,10005,milk,l,307,5914,2021-02-11 00:44:40,US
306 924 902 00505,Fabre S.A.R.L.,xxxxx,unknow,x,247,1241,2021-02-10 17:05:08,CN
748 411 537 00419,Faure,10004,ham,kg,483,4095,2021-02-10 20:42:22,US
733 736 272 00083,Roussel,10004,ham,kg,418,9464,2021-02-11 07:45:29,CN
776 094 352 00426,Colas S.A.S.,10001,wheat,kg,83,7409,2021-02-10 17:19:58,BE
060 236 842 00303,Blanc Loiseau SA,10005,milk,l,303,2018,2021-02-09 23:14:08,ES
113 099 722 00017,Bertrand Chauvin SA,10002,orange juice,l,200,4916,2021-02-09 22:02:34,UK
291 739 395 00718,Renard Legros SARL,10001,wheat,kg,309,8714,2021-02-11 01:23:07,IT
530 775 042 00950,Lejeune S.A.R.L.,10005,milk,l,239,3536,2021-02-09 14:59:36,ES
675 431 958 00367,Chretien SA,10001,wheat,kg,328,3847,2021-02-10 12:47:58,WW
